CSD,BORO,GRADE LEVEL,PROGRAM TYPE,"CORE SUBJECT 
(MS CORE and 
09-12 ONLY)","CORE COURSE 
(MS CORE and 
09-12 ONLY)","SERVICE CATEGORY
(0K-08 ONLY)",NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE
10,X,06,GEN ED,-,-,-,2340,91,25.7
10,X,06,CTT,-,-,-,1116,39,28.6
10,X,07,GEN ED,-,-,-,2266,85,26.7
10,X,07,CTT,-,-,-,1038,37,28.1
10,X,08,GEN ED,-,-,-,2555,93,27.5
10,X,08,CTT,-,-,-,840,29,29
10,X,09-12,GEN ED,English,MS English Core,-,232,11,21.1
10,X,09-12,GEN ED,English,English 9,-,2736,106,25.8
10,X,09-12,GEN ED,English,English 10,-,3166,119,26.6
10,X,09-12,GEN ED,English,English 11,-,2934,112,26.2
10,X,09-12,GEN ED,English,English 12,-,2549,100,25.5
10,X,09-12,GEN ED,English,Other English,-,4214,191,22.1
10,X,09-12,GEN ED,Math,Integrated Algebra,-,4154,185,22.5
10,X,09-12,GEN ED,Math,Geometry,-,3050,114,26.8
10,X,09-12,GEN ED,Math,Algebra 2/Trig,-,2796,106,26.4
10,X,09-12,GEN ED,Math,Other Math,-,3897,141,27.6
10,X,09-12,GEN ED,Science,Living Environment,-,3348,137,24.4
10,X,09-12,GEN ED,Science,Chemistry,-,2458,92,26.7
10,X,09-12,GEN ED,Science,Physics,-,1701,59,28.8
10,X,09-12,GEN ED,Science,Other Physical Sciences,-,624,22,28.4
10,X,09-12,GEN ED,Science,Other Science,-,5185,197,26.3
10,X,09-12,GEN ED,Social Studies,Global History,-,6798,260,26.1
10,X,09-12,GEN ED,Social Studies,United States History Accelerated,-,3610,139,26
10,X,09-12,GEN ED,Social Studies,Participation in Government,-,2155,82,26.3
10,X,09-12,GEN ED,Social Studies,Economics,-,641,23,27.9
10,X,09-12,GEN ED,Social Studies,Other Social Studies,-,1474,63,23.4
10,X,09-12,CTT,English,MS English Core,-,70,3,23.3
10,X,09-12,CTT,English,English 9,-,829,34,24.4
10,X,09-12,CTT,English,English 10,-,735,26,28.3
10,X,09-12,CTT,English,English 11,-,620,24,25.8
10,X,09-12,CTT,English,English 12,-,517,20,25.9
10,X,09-12,CTT,English,Other English,-,988,44,22.5
10,X,09-12,CTT,Math,Integrated Algebra,-,1612,64,25.2
10,X,09-12,CTT,Math,Geometry,-,614,21,29.2
10,X,09-12,CTT,Math,Algebra 2/Trig,-,129,5,25.8
10,X,09-12,CTT,Math,Other Math,-,441,16,27.6
10,X,09-12,CTT,Science,Living Environment,-,909,36,25.3
10,X,09-12,CTT,Science,Chemistry,-,72,3,24
10,X,09-12,CTT,Science,Other Physical Sciences,-,107,4,26.8
10,X,09-12,CTT,Science,Other Science,-,1205,49,24.6
10,X,09-12,CTT,Social Studies,Global History,-,1818,70,26
10,X,09-12,CTT,Social Studies,United States History Accelerated,-,762,30,25.4
10,X,09-12,CTT,Social Studies,Participation in Government,-,350,13,26.9
10,X,09-12,CTT,Social Studies,Economics,-,83,3,27.7
10,X,09-12,CTT,Social Studies,Other Social Studies,-,228,10,22.8
10,X,09-12,SPEC ED,English,English 9,-,112,9,12.4
10,X,09-12,SPEC ED,English,English 10,-,100,9,11.1
10,X,09-12,SPEC ED,English,English 11,-,61,7,8.7
10,X,09-12,SPEC ED,English,English 12,-,41,4,10.3
10,X,09-12,SPEC ED,English,Other English,-,194,17,11.4
10,X,09-12,SPEC ED,Math,Integrated Algebra,-,239,22,10.9
10,X,09-12,SPEC ED,Math,Geometry,-,74,7,10.6
10,X,09-12,SPEC ED,Math,Other Math,-,24,3,8
10,X,09-12,SPEC ED,Science,Living Environment,-,127,10,12.7
10,X,09-12,SPEC ED,Science,Other Physical Sciences,-,13,1,13
10,X,09-12,SPEC ED,Science,Other Science,-,114,12,9.5
10,X,09-12,SPEC ED,Social Studies,Global History,-,214,18,11.9
10,X,09-12,SPEC ED,Social Studies,United States History Accelerated,-,68,8,8.5
10,X,09-12,SPEC ED,Social Studies,Participation in Government,-,53,5,10.6
10,X,09-12,SPEC ED,Social Studies,Other Social Studies,-,16,1,16
10,X,0K-09,SPEC ED,-,-,12:1,493,47,10.5
10,X,0K-09,SPEC ED,-,-,12:1:1,2003,181,11.1
10,X,0K-09,SPEC ED,-,-,8:1:1,11,1,11
10,X,0K-09,SPEC ED,-,-,15:1,20,3,6.7
10,X,MS Core,GEN ED,English,MS English Core,-,7663,293,26.2
10,X,MS Core,GEN ED,English,Other English,-,1155,59,19.6
10,X,MS Core,GEN ED,Math,MS Math Core,-,8227,316,26
10,X,MS Core,GEN ED,Science,MS Science Core,-,8003,307,26.1
10,X,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,8419,319,26.4
10,X,MS Core,CTT,English,MS English Core,-,2324,83,28
10,X,MS Core,CTT,English,Other English,-,202,10,20.2
10,X,MS Core,CTT,Math,MS Math Core,-,2326,83,28
10,X,MS Core,CTT,Science,MS Science Core,-,1709,63,27.1
10,X,MS Core,CTT,Social Studies,MS Social Studies Core,-,1688,62,27.2
10,X,MS Core,SPEC ED,English,MS English Core,-,792,77,10.3
10,X,MS Core,SPEC ED,English,Other English,-,67,7,9.6
10,X,MS Core,SPEC ED,Math,MS Math Core,-,811,79,10.3
10,X,MS Core,SPEC ED,Science,MS Science Core,-,733,72,10.2
10,X,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,769,75,10.3
10,X,MS Core,G&T,English,MS English Core,-,56,2,28
10,X,MS Core,G&T,Math,Integrated Algebra,-,846,31,27.3
10,X,MS Core,G&T,Science,Living Environment,-,684,26,26.3
10,X,MS Core,G&T,Science,Other Science,-,196,7,28
10,X,MS Core,G&T,Social Studies,United States History Accelerated,-,425,17,25
10,X,MS Core,G&T&ICT,Math,Integrated Algebra,-,26,1,26
10,X,MS Core,G&T&ICT,Social Studies,United States History Accelerated,-,26,1,26
11,X,0K,GEN ED,-,-,-,2549,106,24
11,X,0K,CTT,-,-,-,508,22,23.1
11,X,0K,G&T,-,-,-,42,2,21
11,X,01,GEN ED,-,-,-,2628,101,26
11,X,01,CTT,-,-,-,572,23,24.9
11,X,01,G&T,-,-,-,75,3,25
11,X,02,GEN ED,-,-,-,2435,97,25.1
11,X,02,CTT,-,-,-,684,28,24.4
11,X,02,G&T,-,-,-,86,3,28.7
11,X,03,GEN ED,-,-,-,2356,87,27.1
11,X,03,CTT,-,-,-,650,25,26
11,X,03,G&T,-,-,-,86,3,28.7
11,X,04,GEN ED,-,-,-,2298,82,28
11,X,04,CTT,-,-,-,710,27,26.3
11,X,04,G&T,-,-,-,66,3,22
11,X,05,GEN ED,-,-,-,2098,77,27.2
11,X,05,CTT,-,-,-,728,27,27
11,X,05,G&T,-,-,-,51,2,25.5
11,X,06,GEN ED,-,-,-,1828,64,28.6
11,X,06,CTT,-,-,-,865,32,27
11,X,07,GEN ED,-,-,-,2004,72,27.8
11,X,07,CTT,-,-,-,766,29,26.4
11,X,08,GEN ED,-,-,-,2108,73,28.9
11,X,08,CTT,-,-,-,790,29,27.2
11,X,09-12,GEN ED,English,MS English Core,-,1200,48,25
11,X,09-12,GEN ED,English,English 9,-,1399,52,26.9
11,X,09-12,GEN ED,English,English 10,-,1318,46,28.7
11,X,09-12,GEN ED,English,English 11,-,1372,54,25.4
11,X,09-12,GEN ED,English,English 12,-,1076,45,23.9
11,X,09-12,GEN ED,English,Other English,-,2007,89,22.6
11,X,09-12,GEN ED,Math,Integrated Algebra,-,2131,83,25.7
11,X,09-12,GEN ED,Math,Geometry,-,2198,83,26.5
11,X,09-12,GEN ED,Math,Algebra 2/Trig,-,1567,59,26.6
11,X,09-12,GEN ED,Math,Other Math,-,1295,51,25.4
11,X,09-12,GEN ED,Science,Living Environment,-,1990,77,25.8
11,X,09-12,GEN ED,Science,Chemistry,-,1296,49,26.4
11,X,09-12,GEN ED,Science,Physics,-,443,17,26.1
11,X,09-12,GEN ED,Science,Other Physical Sciences,-,199,7,28.4
11,X,09-12,GEN ED,Science,Other Science,-,2867,107,26.8
11,X,09-12,GEN ED,Social Studies,Global History,-,4071,147,27.7
11,X,09-12,GEN ED,Social Studies,United States History Accelerated,-,1746,67,26.1
11,X,09-12,GEN ED,Social Studies,Participation in Government,-,1558,56,27.8
11,X,09-12,GEN ED,Social Studies,Economics,-,124,4,31
11,X,09-12,GEN ED,Social Studies,Other Social Studies,-,735,29,25.3
11,X,09-12,CTT,English,MS English Core,-,599,24,25
11,X,09-12,CTT,English,English 9,-,463,17,27.2
11,X,09-12,CTT,English,English 10,-,571,20,28.6
11,X,09-12,CTT,English,English 11,-,382,13,29.4
11,X,09-12,CTT,English,English 12,-,350,13,26.9
11,X,09-12,CTT,English,Other English,-,797,32,24.9
11,X,09-12,CTT,Math,Integrated Algebra,-,1393,53,26.3
11,X,09-12,CTT,Math,Geometry,-,581,21,27.7
11,X,09-12,CTT,Math,Algebra 2/Trig,-,367,13,28.2
11,X,09-12,CTT,Math,Other Math,-,503,18,27.9
11,X,09-12,CTT,Science,Living Environment,-,922,33,27.9
11,X,09-12,CTT,Science,Chemistry,-,200,7,28.6
11,X,09-12,CTT,Science,Physics,-,132,4,33
11,X,09-12,CTT,Science,Other Physical Sciences,-,207,8,25.9
11,X,09-12,CTT,Science,Other Science,-,767,28,27.4
11,X,09-12,CTT,Social Studies,Global History,-,1454,51,28.5
11,X,09-12,CTT,Social Studies,United States History Accelerated,-,688,25,27.5
11,X,09-12,CTT,Social Studies,Participation in Government,-,208,7,29.7
11,X,09-12,CTT,Social Studies,Economics,-,20,1,20
11,X,09-12,CTT,Social Studies,Other Social Studies,-,331,11,30.1
11,X,09-12,SPEC ED,English,MS English Core,-,46,3,15.3
11,X,09-12,SPEC ED,English,English 9,-,112,9,12.4
11,X,09-12,SPEC ED,English,English 10,-,109,9,12.1
11,X,09-12,SPEC ED,English,English 11,-,57,5,11.4
11,X,09-12,SPEC ED,English,English 12,-,24,2,12
11,X,09-12,SPEC ED,English,Other English,-,40,4,10
11,X,09-12,SPEC ED,Math,Integrated Algebra,-,180,16,11.3
11,X,09-12,SPEC ED,Math,Geometry,-,86,7,12.3
11,X,09-12,SPEC ED,Math,Algebra 2/Trig,-,35,4,8.8
11,X,09-12,SPEC ED,Math,Other Math,-,57,4,14.3
11,X,09-12,SPEC ED,Science,Living Environment,-,131,12,10.9
11,X,09-12,SPEC ED,Science,Other Physical Sciences,-,13,1,13
11,X,09-12,SPEC ED,Science,Other Science,-,169,12,14.1
11,X,09-12,SPEC ED,Social Studies,Global History,-,252,21,12
11,X,09-12,SPEC ED,Social Studies,United States History Accelerated,-,44,4,11
11,X,09-12,SPEC ED,Social Studies,Participation in Government,-,76,6,12.7
11,X,09-12,SPEC ED,Social Studies,Other Social Studies,-,28,2,14
11,X,0K-09,SPEC ED,-,-,12:1,673,65,10.4
11,X,0K-09,SPEC ED,-,-,12:1:1,944,95,9.9
11,X,MS Core,GEN ED,English,MS English Core,-,6126,223,27.5
11,X,MS Core,GEN ED,English,Other English,-,200,11,18.2
11,X,MS Core,GEN ED,Math,MS Math Core,-,6107,223,27.4
11,X,MS Core,GEN ED,Science,MS Science Core,-,6469,237,27.3
11,X,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,6630,242,27.4
11,X,MS Core,CTT,English,MS English Core,-,1943,74,26.3
11,X,MS Core,CTT,Math,MS Math Core,-,2053,78,26.3
11,X,MS Core,CTT,Science,MS Science Core,-,1723,64,26.9
11,X,MS Core,CTT,Social Studies,MS Social Studies Core,-,1627,61,26.7
11,X,MS Core,SPEC ED,English,MS English Core,-,533,56,9.5
11,X,MS Core,SPEC ED,Math,MS Math Core,-,560,59,9.5
11,X,MS Core,SPEC ED,Science,MS Science Core,-,520,53,9.8
11,X,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,488,51,9.6
11,X,MS Core,G&T,English,MS English Core,-,162,6,27
11,X,MS Core,G&T,Math,Integrated Algebra,-,286,10,28.6
11,X,MS Core,G&T,Science,Living Environment,-,146,5,29.2
11,X,MS Core,G&T,Science,Other Science,-,136,4,34
12,X,0K,GEN ED,-,-,-,1589,67,23.7
12,X,0K,CTT,-,-,-,272,11,24.7
12,X,01,GEN ED,-,-,-,1632,66,24.7
12,X,01,CTT,-,-,-,260,11,23.6
12,X,02,GEN ED,-,-,-,1570,65,24.2
12,X,02,CTT,-,-,-,291,12,24.3
12,X,03,GEN ED,-,-,-,1374,57,24.1
12,X,03,CTT,-,-,-,339,14,24.2
12,X,04,GEN ED,-,-,-,1463,60,24.4
12,X,04,CTT,-,-,-,328,14,23.4
12,X,05,GEN ED,-,-,-,1196,50,23.9
12,X,05,CTT,-,-,-,339,14,24.2
12,X,05,G&T,-,-,-,20,1,20
12,X,06,GEN ED,-,-,-,1066,42,25.4
12,X,06,CTT,-,-,-,406,17,23.9
12,X,07,GEN ED,-,-,-,1067,41,26
12,X,07,CTT,-,-,-,417,16,26.1
12,X,08,GEN ED,-,-,-,1177,46,25.6
12,X,08,CTT,-,-,-,429,17,25.2
12,X,09-12,GEN ED,English,MS English Core,-,407,18,22.6
12,X,09-12,GEN ED,English,English 9,-,981,39,25.2
12,X,09-12,GEN ED,English,English 10,-,818,31,26.4
12,X,09-12,GEN ED,English,English 11,-,750,33,22.7
12,X,09-12,GEN ED,English,English 12,-,617,24,25.7
12,X,09-12,GEN ED,English,Other English,-,2154,98,22
12,X,09-12,GEN ED,Math,Integrated Algebra,-,1561,68,23
12,X,09-12,GEN ED,Math,Geometry,-,1150,52,22.1
12,X,09-12,GEN ED,Math,Algebra 2/Trig,-,825,34,24.3
12,X,09-12,GEN ED,Math,Other Math,-,456,24,19
12,X,09-12,GEN ED,Science,Living Environment,-,1182,45,26.3
12,X,09-12,GEN ED,Science,Chemistry,-,656,27,24.3
12,X,09-12,GEN ED,Science,Physics,-,589,25,23.6
12,X,09-12,GEN ED,Science,Other Physical Sciences,-,98,4,24.5
12,X,09-12,GEN ED,Science,Other Science,-,1325,55,24.1
12,X,09-12,GEN ED,Social Studies,Global History,-,1742,68,25.6
12,X,09-12,GEN ED,Social Studies,United States History Accelerated,-,959,44,21.8
12,X,09-12,GEN ED,Social Studies,Participation in Government,-,588,25,23.5
12,X,09-12,GEN ED,Social Studies,Economics,-,270,11,24.5
12,X,09-12,GEN ED,Social Studies,Other Social Studies,-,647,29,22.3
12,X,09-12,CTT,English,MS English Core,-,220,8,27.5
12,X,09-12,CTT,English,English 9,-,529,18,29.4
12,X,09-12,CTT,English,English 10,-,451,16,28.2
12,X,09-12,CTT,English,English 11,-,338,14,24.1
12,X,09-12,CTT,English,English 12,-,254,10,25.4
12,X,09-12,CTT,English,Other English,-,870,36,24.2
12,X,09-12,CTT,Math,Integrated Algebra,-,856,34,25.2
12,X,09-12,CTT,Math,Geometry,-,304,11,27.6
12,X,09-12,CTT,Math,Algebra 2/Trig,-,89,4,22.3
12,X,09-12,CTT,Math,Other Math,-,452,18,25.1
12,X,09-12,CTT,Science,Living Environment,-,681,25,27.2
12,X,09-12,CTT,Science,Chemistry,-,54,2,27
12,X,09-12,CTT,Science,Physics,-,43,2,21.5
12,X,09-12,CTT,Science,Other Science,-,704,26,27.1
12,X,09-12,CTT,Social Studies,Global History,-,966,35,27.6
12,X,09-12,CTT,Social Studies,United States History Accelerated,-,365,14,26.1
12,X,09-12,CTT,Social Studies,Participation in Government,-,126,5,25.2
12,X,09-12,CTT,Social Studies,Economics,-,144,6,24
12,X,09-12,CTT,Social Studies,Other Social Studies,-,320,14,22.9
12,X,09-12,SPEC ED,English,English 9,-,61,6,10.2
12,X,09-12,SPEC ED,English,English 10,-,29,3,9.7
12,X,09-12,SPEC ED,English,English 11,-,24,4,6
12,X,09-12,SPEC ED,English,English 12,-,6,1,6
12,X,09-12,SPEC ED,English,Other English,-,16,2,8
12,X,09-12,SPEC ED,Math,Integrated Algebra,-,108,10,10.8
12,X,09-12,SPEC ED,Math,Geometry,-,41,4,10.3
12,X,09-12,SPEC ED,Math,Other Math,-,26,2,13
12,X,09-12,SPEC ED,Science,Living Environment,-,73,7,10.4
12,X,09-12,SPEC ED,Science,Chemistry,-,10,1,10
12,X,09-12,SPEC ED,Science,Other Science,-,29,3,9.7
12,X,09-12,SPEC ED,Social Studies,Global History,-,91,9,10.1
12,X,09-12,SPEC ED,Social Studies,United States History Accelerated,-,30,4,7.5
12,X,09-12,SPEC ED,Social Studies,Participation in Government,-,6,1,6
12,X,09-12,SPEC ED,Social Studies,Other Social Studies,-,9,1,9
12,X,0K-09,SPEC ED,-,-,12:1,726,70,10.4
12,X,0K-09,SPEC ED,-,-,12:1:1,511,55,9.3
12,X,MS Core,GEN ED,English,MS English Core,-,3360,130,25.8
12,X,MS Core,GEN ED,English,Other English,-,149,10,14.9
12,X,MS Core,GEN ED,Math,MS Math Core,-,3330,131,25.4
12,X,MS Core,GEN ED,Science,MS Science Core,-,3573,143,25
12,X,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,3765,149,25.3
12,X,MS Core,CTT,English,MS English Core,-,1170,47,24.9
12,X,MS Core,CTT,Math,MS Math Core,-,1149,46,25
12,X,MS Core,CTT,Science,MS Science Core,-,815,32,25.5
12,X,MS Core,CTT,Social Studies,MS Social Studies Core,-,830,33,25.2
12,X,MS Core,SPEC ED,English,MS English Core,-,495,52,9.5
12,X,MS Core,SPEC ED,English,Other English,-,9,1,9
12,X,MS Core,SPEC ED,Math,MS Math Core,-,483,50,9.7
12,X,MS Core,SPEC ED,Science,MS Science Core,-,408,42,9.7
12,X,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,435,45,9.7
12,X,MS Core,G&T,Math,Integrated Algebra,-,296,11,26.9
12,X,MS Core,G&T,Science,Living Environment,-,318,12,26.5
12,X,MS Core,G&T,Science,Other Science,-,103,4,25.8
12,X,MS Core,G&T,Social Studies,United States History Accelerated,-,82,3,27.3
12,X,MS Core,G&T&ICT,Math,Integrated Algebra,-,27,1,27
12,X,MS Core,G&T&ICT,Science,Living Environment,-,27,1,27
12,X,MS Core,G&T&ICT,Social Studies,United States History Accelerated,-,26,1,26
13,K,0K,GEN ED,-,-,-,895,44,20.3
13,K,0K,CTT,-,-,-,204,10,20.4
13,K,0K,G&T,-,-,-,42,3,14
13,K,01,GEN ED,-,-,-,794,37,21.5
13,K,01,CTT,-,-,-,299,13,23
13,K,01,G&T,-,-,-,43,2,21.5
13,K,02,GEN ED,-,-,-,796,34,23.4
13,K,02,CTT,-,-,-,278,12,23.2
13,K,02,G&T,-,-,-,54,2,27
13,K,03,GEN ED,-,-,-,697,30,23.2
13,K,03,CTT,-,-,-,289,12,24.1
13,K,03,G&T,-,-,-,78,3,26
13,K,04,GEN ED,-,-,-,608,27,22.5
13,K,04,CTT,-,-,-,310,13,23.8
13,K,04,G&T,-,-,-,80,3,26.7
13,K,05,GEN ED,-,-,-,499,22,22.7
13,K,05,CTT,-,-,-,290,13,22.3
13,K,05,G&T,-,-,-,70,3,23.3
13,K,06,GEN ED,-,-,-,418,20,20.9
13,K,06,CTT,-,-,-,268,13,20.6
13,K,07,GEN ED,-,-,-,400,17,23.5
13,K,07,CTT,-,-,-,323,14,23.1
13,K,08,GEN ED,-,-,-,553,23,24
13,K,08,CTT,-,-,-,315,14,22.5
13,K,09-12,GEN ED,English,MS English Core,-,893,41,21.8
13,K,09-12,GEN ED,English,English 9,-,2327,80,29.1
13,K,09-12,GEN ED,English,English 10,-,2098,71,29.5
13,K,09-12,GEN ED,English,English 11,-,2260,76,29.7
13,K,09-12,GEN ED,English,English 12,-,2095,74,28.3
13,K,09-12,GEN ED,English,Other English,-,1244,63,19.7
13,K,09-12,GEN ED,Math,Integrated Algebra,-,1741,76,22.9
13,K,09-12,GEN ED,Math,Geometry,-,2604,94,27.7
13,K,09-12,GEN ED,Math,Algebra 2/Trig,-,2447,83,29.5
13,K,09-12,GEN ED,Math,Other Math,-,4846,161,30.1
13,K,09-12,GEN ED,Science,Living Environment,-,2183,84,26
13,K,09-12,GEN ED,Science,Chemistry,-,2521,88,28.6
13,K,09-12,GEN ED,Science,Physics,-,2187,73,30
13,K,09-12,GEN ED,Science,Other Physical Sciences,-,185,7,26.4
13,K,09-12,GEN ED,Science,Other Science,-,2981,109,27.3
13,K,09-12,GEN ED,Social Studies,Global History,-,4801,165,29.1
13,K,09-12,GEN ED,Social Studies,United States History Accelerated,-,2403,86,27.9
13,K,09-12,GEN ED,Social Studies,Participation in Government,-,1247,42,29.7
13,K,09-12,GEN ED,Social Studies,Economics,-,962,31,31
13,K,09-12,GEN ED,Social Studies,Other Social Studies,-,1593,57,27.9
13,K,09-12,CTT,English,MS English Core,-,113,4,28.3
13,K,09-12,CTT,English,English 9,-,285,11,25.9
13,K,09-12,CTT,English,English 10,-,378,15,25.2
13,K,09-12,CTT,English,English 11,-,347,13,26.7
13,K,09-12,CTT,English,English 12,-,192,7,27.4
13,K,09-12,CTT,English,Other English,-,223,10,22.3
13,K,09-12,CTT,Math,Integrated Algebra,-,498,20,24.9
13,K,09-12,CTT,Math,Geometry,-,280,10,28
13,K,09-12,CTT,Math,Algebra 2/Trig,-,167,7,23.9
13,K,09-12,CTT,Math,Other Math,-,163,6,27.2
13,K,09-12,CTT,Science,Living Environment,-,393,15,26.2
13,K,09-12,CTT,Science,Chemistry,-,99,4,24.8
13,K,09-12,CTT,Science,Physics,-,52,2,26
13,K,09-12,CTT,Science,Other Physical Sciences,-,61,3,20.3
13,K,09-12,CTT,Science,Other Science,-,447,17,26.3
13,K,09-12,CTT,Social Studies,Global History,-,576,22,26.2
13,K,09-12,CTT,Social Studies,United States History Accelerated,-,408,16,25.5
13,K,09-12,CTT,Social Studies,Participation in Government,-,135,5,27
13,K,09-12,CTT,Social Studies,Economics,-,83,3,27.7
13,K,09-12,CTT,Social Studies,Other Social Studies,-,205,8,25.6
13,K,09-12,SPEC ED,English,MS English Core,-,14,1,14
13,K,09-12,SPEC ED,English,English 9,-,36,3,12
13,K,09-12,SPEC ED,English,English 10,-,19,3,6.3
13,K,09-12,SPEC ED,English,English 11,-,5,1,5
13,K,09-12,SPEC ED,English,Other English,-,22,2,11
13,K,09-12,SPEC ED,Math,Integrated Algebra,-,62,5,12.4
13,K,09-12,SPEC ED,Math,Geometry,-,5,1,5
13,K,09-12,SPEC ED,Math,Other Math,-,19,2,9.5
13,K,09-12,SPEC ED,Science,Living Environment,-,38,3,12.7
13,K,09-12,SPEC ED,Science,Other Physical Sciences,-,18,2,9
13,K,09-12,SPEC ED,Science,Other Science,-,17,3,5.7
13,K,09-12,SPEC ED,Social Studies,Global History,-,28,3,9.3
13,K,09-12,SPEC ED,Social Studies,United States History Accelerated,-,25,3,8.3
13,K,09-12,SPEC ED,Social Studies,Participation in Government,-,15,1,15
13,K,09-12,SPEC ED,Social Studies,Economics,-,7,1,7
13,K,09-12,SPEC ED,Social Studies,Other Social Studies,-,7,1,7
13,K,0K-09,SPEC ED,-,-,12:1,32,3,10.7
13,K,0K-09,SPEC ED,-,-,12:1:1,413,42,9.8
13,K,0K-09,SPEC ED,-,-,6:1:1,29,4,7.3
13,K,MS Core,GEN ED,English,MS English Core,-,1261,57,22.1
13,K,MS Core,GEN ED,Math,MS Math Core,-,1492,65,23
13,K,MS Core,GEN ED,Science,MS Science Core,-,1573,68,23.1
13,K,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,1448,65,22.3
13,K,MS Core,CTT,English,MS English Core,-,659,31,21.3
13,K,MS Core,CTT,Math,MS Math Core,-,641,29,22.1
13,K,MS Core,CTT,Science,MS Science Core,-,606,28,21.6
13,K,MS Core,CTT,Social Studies,MS Social Studies Core,-,452,21,21.5
13,K,MS Core,SPEC ED,English,MS English Core,-,71,8,8.9
13,K,MS Core,SPEC ED,Math,MS Math Core,-,75,9,8.3
13,K,MS Core,SPEC ED,Science,MS Science Core,-,72,8,9
13,K,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,68,7,9.7
13,K,MS Core,G&T,English,MS English Core,-,81,3,27
13,K,MS Core,G&T,Math,Integrated Algebra,-,215,11,19.5
13,K,MS Core,G&T,Science,Living Environment,-,29,2,14.5
13,K,MS Core,G&T,Science,Other Science,-,149,7,21.3
14,K,0K,GEN ED,-,-,-,994,47,21.1
14,K,0K,CTT,-,-,-,215,11,19.5
14,K,0K,G&T,-,-,-,23,1,23
14,K,01,GEN ED,-,-,-,994,44,22.6
14,K,01,CTT,-,-,-,231,11,21
14,K,01,G&T,-,-,-,28,1,28
14,K,02,GEN ED,-,-,-,912,40,22.8
14,K,02,CTT,-,-,-,295,13,22.7
14,K,02,G&T,-,-,-,31,1,31
14,K,03,GEN ED,-,-,-,901,39,23.1
14,K,03,CTT,-,-,-,210,9,23.3
14,K,03,G&T,-,-,-,29,1,29
14,K,04,GEN ED,-,-,-,716,31,23.1
14,K,04,CTT,-,-,-,326,14,23.3
14,K,04,G&T,-,-,-,25,1,25
14,K,05,GEN ED,-,-,-,826,33,25
14,K,05,CTT,-,-,-,215,9,23.9
14,K,05,G&T,-,-,-,23,1,23
14,K,06,GEN ED,-,-,-,904,34,26.6
14,K,06,CTT,-,-,-,287,12,23.9
14,K,07,GEN ED,-,-,-,845,32,26.4
14,K,07,CTT,-,-,-,298,12,24.8
14,K,08,GEN ED,-,-,-,955,34,28.1
14,K,08,CTT,-,-,-,229,9,25.4
14,K,09-12,GEN ED,English,MS English Core,-,980,41,23.9
14,K,09-12,GEN ED,English,English 9,-,976,38,25.7
14,K,09-12,GEN ED,English,English 10,-,908,33,27.5
14,K,09-12,GEN ED,English,English 11,-,800,29,27.6
14,K,09-12,GEN ED,English,English 12,-,893,37,24.1
14,K,09-12,GEN ED,English,Other English,-,1744,79,22.1
14,K,09-12,GEN ED,Math,Integrated Algebra,-,1423,59,24.1
14,K,09-12,GEN ED,Math,Geometry,-,1196,45,26.6
14,K,09-12,GEN ED,Math,Algebra 2/Trig,-,1323,52,25.4
14,K,09-12,GEN ED,Math,Other Math,-,1183,48,24.6
14,K,09-12,GEN ED,Science,Living Environment,-,923,38,24.3
14,K,09-12,GEN ED,Science,Chemistry,-,1456,53,27.5
14,K,09-12,GEN ED,Science,Physics,-,540,19,28.4
14,K,09-12,GEN ED,Science,Other Physical Sciences,-,272,12,22.7
14,K,09-12,GEN ED,Science,Other Science,-,2196,85,25.8
14,K,09-12,GEN ED,Social Studies,Global History,-,2932,113,25.9
14,K,09-12,GEN ED,Social Studies,United States History Accelerated,-,1454,58,25.1
14,K,09-12,GEN ED,Social Studies,Participation in Government,-,598,23,26
14,K,09-12,GEN ED,Social Studies,Economics,-,332,12,27.7
14,K,09-12,GEN ED,Social Studies,Other Social Studies,-,770,33,23.3
14,K,09-12,CTT,English,MS English Core,-,481,19,25.3
14,K,09-12,CTT,English,English 9,-,432,17,25.4
14,K,09-12,CTT,English,English 10,-,463,18,25.7
14,K,09-12,CTT,English,English 11,-,440,16,27.5
14,K,09-12,CTT,English,English 12,-,392,16,24.5
14,K,09-12,CTT,English,Other English,-,426,17,25.1
14,K,09-12,CTT,Math,Integrated Algebra,-,959,36,26.6
14,K,09-12,CTT,Math,Geometry,-,651,23,28.3
14,K,09-12,CTT,Math,Algebra 2/Trig,-,185,7,26.4
14,K,09-12,CTT,Math,Other Math,-,318,13,24.5
14,K,09-12,CTT,Science,Living Environment,-,625,25,25
14,K,09-12,CTT,Science,Chemistry,-,154,6,25.7
14,K,09-12,CTT,Science,Physics,-,32,1,32
14,K,09-12,CTT,Science,Other Physical Sciences,-,208,8,26
14,K,09-12,CTT,Science,Other Science,-,958,35,27.4
14,K,09-12,CTT,Social Studies,Global History,-,1057,41,25.8
